# V0=6V p=1.2x10^{-4} Rfili=6.5
# Guad=x3.98 Vponte=6.2Vpp FS multimetro 6mV
# Raffreddamento
# Rv Vout Voff
25.0	630.0	630.0
30.0	620.0	620.0
32.2	627	627
32.6	629.5	629.5
32.7	638.3	637.8
32.8	632.5	631.4
33	639.7	637.4
33.2	638.2	634.1
33.4	644.8	636.6
33.6	650.1	638.5
33.8	650.9	636.6
34	647.8	630.6
34.5	649.1	626.6
35	652.9	626.4
36	655	625
37.2	656.2	623.5
38	645.3	611.6
43.6	656.3	617.8
48.6	639.6	598.8
56.4	615	570
60	595.6	549
