87,434	0,415
87,434	0,405
87,434	0,405
87,434	0,400
87,724	0,405
87,724	0,400
87,724	0,415
87,434	0,410
88,013	0,415
88,013	0,415
88,013	0,405
88,013	0,430
88,013	0,415
88,882	0,410
88,013	0,415
88,303	0,415
88,303	0,405
88,013	0,415
88,303	0,415
88,303	0,410
88,592	0,410
88,303	0,410
88,592	0,410
88,592	0,410
88,592	0,405
88,592	0,396
88,882	0,420
88,592	0,449
88,882	0,400
88,882	0,415
89,172	0,410
89,172	0,420
88,882	0,410
89,172	0,425
89,172	0,405
89,172	0,405
89,461	0,415
89,461	0,410
89,461	0,410
89,461	0,415
89,751	0,405
89,751	0,391
89,751	0,420
89,751	0,410
89,751	0,410
89,751	0,405
89,751	0,405
90,040	0,410
89,751	0,405
90,040	0,415
90,040	0,405
90,040	0,415
90,040	0,410
90,040	0,405
90,330	0,410
90,330	0,405
90,330	0,410
90,330	0,410
90,620	0,410
90,620	0,405
90,620	0,415
90,330	0,415
90,620	0,415
90,909	0,405
90,909	0,425
90,620	0,420
90,909	0,415
90,909	0,405
90,909	0,415
91,199	0,415
90,909	0,415
91,199	0,410
90,909	0,410
91,199	0,410
91,199	0,405
91,199	0,410
91,199	0,410
91,488	0,410
91,199	0,410
91,488	0,420
91,778	0,425
91,488	0,430
91,488	0,410
91,778	0,415
91,488	0,415
91,778	0,400
91,778	0,410
91,778	0,410
91,778	0,405
92,068	0,405
91,778	0,400
91,778	0,410
92,068	0,410
92,068	0,405
92,357	0,410
92,357	0,405
92,357	0,410
92,357	0,410
92,357	0,405
92,357	0,420
92,647	0,430
92,068	0,415
92,647	0,415
92,647	0,405
92,357	0,410
92,936	0,415
92,647	0,405
92,936	0,405
92,936	0,410
92,936	0,410
92,936	0,405
93,226	0,415
92,936	0,410
93,226	0,405
92,936	0,410
93,226	0,425
92,936	0,415
93,226	0,405
92,936	0,410
93,226	0,415
93,226	0,410
93,226	0,410
93,226	0,425
93,515	0,405
93,515	0,410
93,515	0,415
93,515	0,410
93,805	0,410
93,805	0,405
93,805	0,405
93,515	0,405
93,805	0,405
93,805	0,400
94,095	0,410
94,095	0,410
94,095	0,405
93,805	0,405
94,095	0,415
94,095	0,410
94,095	0,415
94,095	0,410
94,384	0,420
94,384	0,410
94,384	0,415
94,384	0,410
94,095	0,381
94,384	0,410
94,095	0,410
94,384	0,410
94,674	0,410
94,674	0,410
94,674	0,415
94,963	0,415
94,674	0,415
94,674	0,420
94,963	0,415
94,963	0,410
94,963	0,415
94,674	0,410
94,963	0,405
94,963	0,410
95,253	0,415
95,253	0,410
95,253	0,415
95,253	0,400
95,253	0,415
95,253	0,410
95,253	0,405
94,963	0,361
95,253	0,425
95,253	0,405
95,253	0,410
95,543	0,410
95,543	0,410
95,543	0,410
95,543	0,405
95,543	0,400
95,832	0,400
95,543	0,405
95,832	0,405
95,832	0,405
95,832	0,410
96,411	0,405
95,832	0,415
95,543	0,415
95,832	0,410
96,122	0,410
