253,079	0,146
252,500	0,146
253,079	0,161
252,789	0,156
252,500	0,151
252,789	0,151
252,500	0,151
252,789	0,151
252,210	0,156
252,500	0,151
252,210	0,156
252,210	0,142
252,210	0,151
252,500	0,151
251,921	0,151
251,921	0,151
251,921	0,151
251,921	0,151
251,921	0,151
251,631	0,146
251,921	0,161
251,921	0,146
251,921	0,161
251,342	0,151
251,342	0,151
251,342	0,161
251,631	0,156
251,342	0,156
251,342	0,151
251,342	0,166
251,342	0,161
251,052	0,156
251,342	0,156
250,762	0,161
251,052	0,156
251,052	0,156
251,052	0,151
250,473	0,156
250,473	0,156
250,473	0,156
250,183	0,156
250,183	0,156
250,473	0,156
250,183	0,151
250,473	0,161
250,183	0,156
250,183	0,161
250,473	0,161
250,183	0,161
250,183	0,161
249,894	0,166
250,183	0,156
249,894	0,161
249,894	0,156
249,604	0,166
249,604	0,161
249,314	0,156
249,314	0,161
249,604	0,161
249,314	0,156
249,314	0,151
249,314	0,151
249,314	0,156
249,025	0,156
249,314	0,156
249,025	0,156
249,314	0,156
249,025	0,156
249,025	0,156
248,735	0,166
249,025	0,156
249,025	0,166
248,735	0,176
248,735	0,161
248,735	0,156
248,735	0,161
248,446	0,166
248,735	0,161
248,156	0,166
248,156	0,166
248,156	0,156
248,156	0,186
248,446	0,166
248,156	0,161
248,735	0,161
248,735	0,161
248,156	0,161
247,866	0,161
248,156	0,161
247,577	0,161
247,866	0,156
247,577	0,166
247,577	0,156
247,577	0,166
247,287	0,161
247,287	0,166
247,287	0,161
247,287	0,161
246,998	0,166
246,998	0,166
247,287	0,166
246,708	0,171
246,998	0,161
246,708	0,166
246,998	0,166
246,708	0,166
247,287	0,166
246,998	0,161
246,419	0,171
246,708	0,166
246,419	0,161
246,708	0,166
246,708	0,166
246,129	0,181
246,419	0,166
246,129	0,166
246,129	0,166
246,129	0,161
246,129	0,161
246,419	0,161
246,129	0,166
246,129	0,161
245,839	0,166
245,839	0,156
245,550	0,161
245,550	0,151
245,839	0,161
245,839	0,171
245,839	0,161
245,550	0,166
245,550	0,161
245,550	0,176
245,260	0,171
245,260	0,171
245,839	0,171
245,260	0,166
244,971	0,166
244,971	0,166
244,971	0,171
244,971	0,171
244,971	0,166
244,681	0,166
244,681	0,171
244,681	0,171
244,391	0,171
244,681	0,166
244,681	0,171
244,681	0,161
244,391	0,161
244,391	0,176
243,812	0,176
244,391	0,161
244,391	0,166
244,391	0,171
243,812	0,166
243,812	0,161
243,812	0,171
243,812	0,166
244,102	0,166
244,102	0,166
243,812	0,171
243,523	0,166
243,812	0,166
243,523	0,166
243,523	0,166
243,523	0,166
243,523	0,186
242,943	0,176
243,523	0,181
242,943	0,176
243,812	0,176
242,654	0,171
242,943	0,171
242,943	0,181
243,233	0,171
242,654	0,176
242,654	0,176
242,943	0,171
242,943	0,171
242,943	0,176
242,654	0,176
242,654	0,176
242,364	0,181
242,943	0,181
242,364	0,171
242,654	0,176
242,364	0,176
242,364	0,190
242,075	0,176
242,364	0,181
242,075	0,171
241,785	0,176
242,075	0,166
242,075	0,156
242,075	0,176
241,495	0,166
241,495	0,171
241,495	0,166
242,075	0,171
241,495	0,171
241,495	0,176
241,206	0,176
241,785	0,171
241,206	0,171
241,206	0,171
241,206	0,171
240,916	0,176
241,206	0,171
241,206	0,171
240,916	0,176
240,627	0,176
240,916	0,186
240,627	0,176
240,916	0,171
240,627	0,176
240,337	0,210
240,627	0,181
240,916	0,171
240,337	0,190
240,337	0,176
240,048	0,176
240,627	0,171
240,048	0,190
240,048	0,181
240,048	0,181
239,758	0,181
240,048	0,181
240,048	0,181
239,758	0,186
239,468	0,176
239,758	0,186
239,468	0,181
239,758	0,181
239,758	0,181
239,468	0,181
239,468	0,181
239,468	0,186
239,468	0,176
239,468	0,181
239,179	0,176
239,179	0,186
239,179	0,181
238,889	0,166
239,758	0,171
239,468	0,176
239,179	0,181
239,179	0,181
239,179	0,176
239,179	0,176
239,179	0,181
239,179	0,176
238,889	0,176
238,889	0,186
238,600	0,176
238,889	0,176
238,600	0,171
239,179	0,190
238,889	0,215
238,889	0,181
238,889	0,181
238,600	0,166
238,310	0,190
237,731	0,205
238,020	0,200
238,020	0,190
238,020	0,181
238,600	0,186
238,020	0,181
237,731	0,186
238,020	0,186
238,020	0,186
238,020	0,181
237,441	0,186
237,441	0,181
237,441	0,186
237,731	0,181
237,152	0,186
237,152	0,190
237,441	0,186
237,441	0,190
237,152	0,186
237,152	0,186
237,152	0,186
237,152	0,186
236,862	0,186
237,152	0,181
236,572	0,190
236,572	0,186
236,862	0,190
236,862	0,186
236,572	0,186
236,283	0,176
236,572	0,190
236,283	0,181
235,993	0,186
236,572	0,176
236,572	0,176
235,993	0,195
235,993	0,181
235,704	0,190
236,283	0,195
236,283	0,181
235,993	0,186
235,704	0,186
235,993	0,186
235,704	0,186
235,704	0,186
235,993	0,190
235,414	0,181
235,414	0,181
235,414	0,181
235,414	0,190
235,125	0,181
235,414	0,186
235,125	0,176
235,125	0,186
235,414	0,195
235,125	0,181
234,835	0,181
235,414	0,195
235,125	0,190
234,835	0,190
234,835	0,195
234,545	0,190
234,835	0,190
234,545	0,195
234,835	0,190
234,545	0,190
234,256	0,195
234,256	0,200
234,545	0,195
234,835	0,190
234,835	0,190
234,256	0,210
235,414	0,190
233,966	0,205
233,966	0,186
233,966	0,190
233,677	0,190
233,677	0,186
233,677	0,195
233,966	0,186
233,387	0,190
233,677	0,190
233,677	0,186
233,677	0,186
233,677	0,190
233,677	0,186
233,387	0,186
233,387	0,186
233,097	0,195
233,387	0,200
233,097	0,210
